Breakdown,2021-10-02,2020-10-03,2019-09-28,2018-09-29
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,2561000000,-1743000000,13923000000,14729000000
minorityInterest,13671000000,13929000000,13975000000,5182000000
netIncome,1995000000,-2864000000,11054000000,12598000000
sellingGeneralAdministrative,13684000000,12382000000,11349000000,8860000000
grossProfit,22287000000,21508000000,27546000000,26708000000
ebit,3492000000,3781000000,12030000000,14837000000
operatingIncome,3492000000,3781000000,12030000000,14837000000
otherOperatingExpenses,,,,
interestExpense,-1546000000,-1647000000,-1246000000,-682000000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,25000000,699000000,3026000000,1663000000
totalRevenue,67418000000,65388000000,69607000000,59434000000
totalOperatingExpenses,63926000000,61607000000,57577000000,44597000000
costOfRevenue,45131000000,43880000000,42061000000,32726000000
totalOtherIncomeExpenseNet,-931000000,-5524000000,1893000000,-108000000
discontinuedOperations,-29000000,-32000000,629000000,629000000
netIncomeFromContinuingOps,2536000000,-2442000000,10897000000,13066000000
netIncomeApplicableToCommonShares,1995000000,-2864000000,11054000000,12598000000
