Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,7664000000,1809000000,318000000,3900000000
minorityInterest,9039000000,8494000000,8150000000,8094000000
netIncome,4306000000,599000000,-239000000,2602000000
sellingGeneralAdministrative,376000000,391000000,447000000,454000000
grossProfit,10813000000,4071000000,2689000000,6930000000
ebit,8293000000,2075000000,621000000,4528000000
operatingIncome,8293000000,2075000000,621000000,4528000000
otherOperatingExpenses,91000000,27000000,105000000,89000000
interestExpense,-559000000,-563000000,-542000000,-575000000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,2299000000,944000000,510000000,991000000
totalRevenue,22845000000,14198000000,14402000000,18628000000
totalOperatingExpenses,14552000000,12123000000,13781000000,14100000000
costOfRevenue,12032000000,10127000000,11713000000,11698000000
totalOtherIncomeExpenseNet,-629000000,-266000000,-303000000,-628000000
discontinuedOperations,,,3000000.0,-15000000.0
netIncomeFromContinuingOps,5365000000,865000000,-192000000,2909000000
netIncomeApplicableToCommonShares,4299000000,596000000,-242000000,2598000000
