Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,1187000000,1142000000,1147000000,1355000000
effectOfAccountingCharges,,,,
incomeBeforeTax,2346000000,675000000,-316000000,-6806000000
minorityInterest,239000000,239000000,246000000,493000000
netIncome,1759000000,681000000,-959000000,-5065000000
sellingGeneralAdministrative,1891000000,2675000000,2874000000,2766000000
grossProfit,6435000000,5710000000,5543000000,5893000000
ebit,2635000000,1211000000,1047000000,1381000000
operatingIncome,2635000000,1211000000,1047000000,1381000000
otherOperatingExpenses,,,,
interestExpense,-30000000,-45000000,-136000000,-337000000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,524000000,-81000000,-46000000,-31000000
totalRevenue,15655000000,14217000000,13846000000,14287000000
totalOperatingExpenses,13020000000,13006000000,12799000000,12906000000
costOfRevenue,9220000000,8507000000,8303000000,8394000000
totalOtherIncomeExpenseNet,-289000000,-536000000,-1363000000,-8187000000
discontinuedOperations,-53000000,-55000000,-671000000,1748000000
netIncomeFromContinuingOps,1822000000,756000000,-270000000,-6775000000
netIncomeApplicableToCommonShares,1759000000,681000000,-959000000,-5065000000
