Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,157826000,142101000,140957000,143033000
effectOfAccountingCharges,,,,
incomeBeforeTax,1400826000,841734000,843009000,725378000
minorityInterest,,,,
netIncome,1123818000,683451000,677918000,570267000
sellingGeneralAdministrative,1513951000,1366960000,1431176000,1531829000
grossProfit,2982681000,2492914000,2629848000,2576477000
ebit,1310904000,983853000,1057715000,901615000
operatingIncome,1310904000,983853000,1057715000,901615000
otherOperatingExpenses,,,,
interestExpense,-106319000,-111937000,-125818000,-130972000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,277008000,158283000,165091000,134233000
totalRevenue,7907081000,6683760000,7136397000,6992118000
totalOperatingExpenses,6596177000,5699907000,6078682000,6090503000
costOfRevenue,4924400000,4190846000,4506549000,4415641000
totalOtherIncomeExpenseNet,89922000,-142119000,-214706000,-176237000
discontinuedOperations,,,,-20878000.0
netIncomeFromContinuingOps,1123818000,683451000,677918000,591145000
netIncomeApplicableToCommonShares,1123818000,683451000,677918000,570267000
