Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,1005100000,723200000,575300000,537000000
minorityInterest,,,1200000.0,1800000.0
netIncome,772400000,553100000,431900000,389600000
sellingGeneralAdministrative,1568200000,1278900000,1284800000,1235700000
grossProfit,2752700000,2174800000,2058200000,1971500000
ebit,1120400000,853900000,732000000,699700000
operatingIncome,1120400000,853900000,732000000,699700000
otherOperatingExpenses,,,,
interestExpense,-84400000,-83900000,-94200000,-74500000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,232700000,168800000,144000000,147000000
totalRevenue,7656100000,6090300000,5764600000,5485100000
totalOperatingExpenses,6535700000,5236400000,5032600000,4785400000
costOfRevenue,4903400000,3915500000,3706400000,3513600000
totalOtherIncomeExpenseNet,-115300000,-130700000,-156700000,-162700000
discontinuedOperations,,,,-200000.0
netIncomeFromContinuingOps,772400000,554400000,431300000,390000000
netIncomeApplicableToCommonShares,772400000,553100000,431900000,389600000
