Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,354800000,320700000,320300000,278100000
effectOfAccountingCharges,,,,
incomeBeforeTax,677500000,1507700000,336700000,565800000
minorityInterest,4800000,8500000,13200000,17400000
netIncome,608400000,1613300000,738900000,2913800000
sellingGeneralAdministrative,1766900000,1662200000,1582100000,1220900000
grossProfit,3009900000,2616700000,2497000000,2187800000
ebit,888200000,633800000,594600000,688800000
operatingIncome,888200000,633800000,594600000,688800000
otherOperatingExpenses,,,,
interestExpense,-103200000,-148500000,-142600000,-77200000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,63300000,55500000,68600000,75600000
totalRevenue,5254700000,4634400000,4563900000,3800400000
totalOperatingExpenses,4366500000,4000600000,3969300000,3111600000
costOfRevenue,2244800000,2017700000,2066900000,1612600000
totalOtherIncomeExpenseNet,-210700000,873900000,-257900000,-123000000
discontinuedOperations,-5800000,161100000,470800000,2423600000
netIncomeFromContinuingOps,614200000,1452200000,268100000,490200000
netIncomeApplicableToCommonShares,573900000,1544300000,669900000,2878900000
