Breakdown,2021-06-30,2020-06-30,2019-06-30,2018-06-30
researchDevelopment,,,,6300000.0
effectOfAccountingCharges,,,,
incomeBeforeTax,715000000,260000000,160000000,152000000
minorityInterest,,,,
netIncome,585000000,221000000,137000000,83600000
sellingGeneralAdministrative,687000000,577000000,512000000,458500000
grossProfit,1352000000,983000000,805000000,752600000
ebit,665000000,406000000,293000000,287800000
operatingIncome,665000000,406000000,293000000,287800000
otherOperatingExpenses,,,,
interestExpense,-110000000,-126000000,-111000000,-111400000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,130000000,39000000,23000000,68400000
totalRevenue,3998000000,3094000000,2518000000,2463400000
totalOperatingExpenses,3333000000,2688000000,2225000000,2175600000
costOfRevenue,2646000000,2111000000,1713000000,1710800000
totalOtherIncomeExpenseNet,50000000,-146000000,-133000000,-135800000
discontinuedOperations,,,,
netIncomeFromContinuingOps,585000000,221000000,137000000,83600000
netIncomeApplicableToCommonShares,529000000,173000000,132000000,83600000
