Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,521000000,954000000,919000000,2285000000
minorityInterest,,,,
netIncome,-1480000000,1469000000,1746000000,1827000000
sellingGeneralAdministrative,-21000000,2000000,-8000000,-257000000
grossProfit,2750000000,2796000000,2661000000,4258000000
ebit,1482000000,1592000000,1534000000,3109000000
operatingIncome,1482000000,1592000000,1534000000,3109000000
otherOperatingExpenses,207000000,180000000,186000000,312000000
interestExpense,-918000000,-634000000,-621000000,-963000000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,503000000,314000000,183000000,458000000
totalRevenue,5783000000,5474000000,5602000000,7785000000
totalOperatingExpenses,4301000000,3882000000,4068000000,4676000000
costOfRevenue,3033000000,2678000000,2941000000,3527000000
totalOtherIncomeExpenseNet,-961000000,-638000000,-615000000,-824000000
discontinuedOperations,-1498000000,829000000,1010000000,1010000000
netIncomeFromContinuingOps,18000000,640000000,736000000,1827000000
netIncomeApplicableToCommonShares,-1480000000,1468000000,1745000000,1825000000
