Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,13285000000,-744000000,-515000000,-384408000
minorityInterest,,,,
netIncome,12202000000,-747000000,-514000000,-384734000
sellingGeneralAdministrative,567000000,188000000,110000000,94252000
grossProfit,13863000000,-575000000,-436000000,-319014000
ebit,13296000000,-763000000,-546000000,-413266000
operatingIncome,13296000000,-763000000,-546000000,-413266000
otherOperatingExpenses,,,,
interestExpense,-18000000,-10000000,-10000000,-3096000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,1083000000,3000000,-1000000,326000
totalRevenue,18471000000,803000000,60000000,135068000
totalOperatingExpenses,5175000000,1566000000,606000000,548334000
costOfRevenue,4608000000,1378000000,496000000,454082000
totalOtherIncomeExpenseNet,-11000000,19000000,31000000,28858000
discontinuedOperations,,,,
netIncomeFromContinuingOps,12202000000,-747000000,-514000000,-384734000
netIncomeApplicableToCommonShares,12202000000,-747000000,-514000000,-401857000
