Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,706600000,-31300000,506600000,-230600000
minorityInterest,325600000,85600000,85600000,85600000
netIncome,584900000,-17600000,383100000,-50600000
sellingGeneralAdministrative,-19900000,11000000,16500000,-18000000
grossProfit,2066900000,2006800000,2319400000,1000300000
ebit,1050100000,970700000,1288700000,143900000
operatingIncome,1050100000,970700000,1288700000,143900000
otherOperatingExpenses,288300000,299200000,296800000,274800000
interestExpense,-348000000,-378000000,-386800000,-335500000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,117800000,-17100000,123500000,-180000000
totalRevenue,4899600000,4681700000,5208900000,5114500000
totalOperatingExpenses,3849500000,3711000000,3920200000,4970600000
costOfRevenue,2832700000,2674900000,2889500000,4114200000
totalOtherIncomeExpenseNet,-343500000,-1002000000,-782100000,-374500000
discontinuedOperations,,,,
netIncomeFromContinuingOps,588800000,-14200000,383100000,-50600000
netIncomeApplicableToCommonShares,529800000,-72700000,328000000,-65600000
