Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,9468000000,-227000000,5185000000,4910000000
minorityInterest,732000000,785000000,604000000,414000000
netIncome,7724000000,-374000000,4186000000,4074000000
sellingGeneralAdministrative,13581000000,13906000000,13389000000,11948000000
grossProfit,23960000000,13648000000,18501000000,16783000000
ebit,10379000000,-258000000,5112000000,4835000000
operatingIncome,10379000000,-258000000,5112000000,4835000000
otherOperatingExpenses,,,,
interestExpense,,,-1540000000.0,-1423000000.0
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,1674000000,-81000000,947000000,822000000
totalRevenue,70871000000,57091000000,64807000000,62992000000
totalOperatingExpenses,60492000000,57349000000,59695000000,58157000000
costOfRevenue,46911000000,43443000000,46306000000,46209000000
totalOtherIncomeExpenseNet,-911000000,31000000,-1467000000,-1348000000
discontinuedOperations,,,,
netIncomeFromContinuingOps,7794000000,-146000000,4238000000,4088000000
netIncomeApplicableToCommonShares,7609000000,-395000000,4140000000,4026000000
