Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,134467000,151084000,169990000,832822000
minorityInterest,630634000,613623000,582416000,568152000
netIncome,505540000,413563000,45530000,1061093000
sellingGeneralAdministrative,106303000,99237000,92966000,94702000
grossProfit,1127375000,832738000,833132000,811526000
ebit,336786000,179552000,304975000,312143000
operatingIncome,336786000,179552000,304975000,312143000
otherOperatingExpenses,,,,
interestExpense,-157980000,-218336000,-217612000,-261280000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,-3261000,-9423000,-5479000,-4396000
totalRevenue,1896184000,1644875000,1240339000,1191320000
totalOperatingExpenses,1559398000,1465323000,935364000,879177000
costOfRevenue,768809000,812137000,407207000,379794000
totalOtherIncomeExpenseNet,-202319000,-28468000,-134985000,520679000
discontinuedOperations,385663000,267450000,-115381000,236169000
netIncomeFromContinuingOps,137728000,160507000,175469000,837218000
netIncomeApplicableToCommonShares,502271000,411147000,43987000,1058424000
