Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,746030000,648225000,542040000,664442000
minorityInterest,115260000,119290000,122540000,125790000
netIncome,618720000,550559000,538320000,511047000
sellingGeneralAdministrative,-112541000,-56341000,-22989000,-49791000
grossProfit,1697217000,1634653000,1487356000,1578387000
ebit,917851000,844493000,694949000,823478000
operatingIncome,917851000,844493000,694949000,823478000
otherOperatingExpenses,241032000,232123000,224467000,222346000
interestExpense,-254314000,-247501000,-235251000,-243465000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,110086000,78173000,-15773000,133902000
totalRevenue,3803835000,3586982000,3471209000,3691247000
totalOperatingExpenses,2885984000,2742489000,2776260000,2867769000
costOfRevenue,2106618000,1952329000,1983853000,2112860000
totalOtherIncomeExpenseNet,-171821000,-196268000,-152909000,-159036000
discontinuedOperations,,,,
netIncomeFromContinuingOps,635944000,570052000,557813000,530540000
netIncomeApplicableToCommonShares,618720000,550559000,538320000,511047000
