Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,1007200000,958400000,955700000,1003200000
effectOfAccountingCharges,,,,
incomeBeforeTax,310100000,265200000,414400000,532700000
minorityInterest,,,,
netIncome,252700000,257800000,345000000,566900000
sellingGeneralAdministrative,1293600000,1169600000,1183600000,1158500000
grossProfit,2740100000,2573700000,2616800000,2741200000
ebit,439300000,445700000,477500000,579500000
operatingIncome,439300000,445700000,477500000,579500000
otherOperatingExpenses,,,,7000000.0
interestExpense,-50800000,-77000000,-88700000,-103200000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,57400000,7400000,69400000,-34200000
totalRevenue,4735400000,4445100000,4445400000,4647500000
totalOperatingExpenses,4296100000,3999400000,3967900000,4068000000
costOfRevenue,1995300000,1871400000,1828600000,1906300000
totalOtherIncomeExpenseNet,-129200000,-180500000,-63100000,-46800000
discontinuedOperations,,,,
netIncomeFromContinuingOps,252700000,257800000,345000000,566900000
netIncomeApplicableToCommonShares,252700000,257800000,345000000,566900000
