Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,104303000,80251000,68394000,50019000
effectOfAccountingCharges,,,,
incomeBeforeTax,691526000,446191000,319607000,311076000
minorityInterest,58363000,66118000,61696000,61716000
netIncome,550494000,350576000,252007000,238257000
sellingGeneralAdministrative,469294000,364606000,326700000,295728000
grossProfit,1360082000,957654000,797752000,725040000
ebit,736599000,480517000,374014000,357181000
operatingIncome,736599000,480517000,374014000,357181000
otherOperatingExpenses,,,,
interestExpense,-32953000,-32991000,-41544000,-40956000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,134957000,98973000,67299000,69856000
totalRevenue,3737184000,2485200000,2204336000,2023464000
totalOperatingExpenses,3000585000,2004683000,1830322000,1666283000
costOfRevenue,2377102000,1527546000,1406584000,1298424000
totalOtherIncomeExpenseNet,-45073000,-34326000,-54407000,-46105000
discontinuedOperations,,,,
netIncomeFromContinuingOps,556569000,347218000,252308000,241220000
netIncomeApplicableToCommonShares,533392000,349329000,253260000,220287000
