Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,1156898000,682253000,531466000,562155000
minorityInterest,241216000,154674000,199242000,194936000
netIncome,965460000,584520000,430613000,452053000
sellingGeneralAdministrative,3032361000,2597978000,2061572000,1478197000
grossProfit,4788237000,3811431000,2852989000,2271352000
ebit,1755876000,1213453000,791417000,793155000
operatingIncome,1755876000,1213453000,791417000,793155000
otherOperatingExpenses,,,,
interestExpense,-328000000,-326800000,-301200000,-195500000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,169034000,77153000,62190000,77488000
totalRevenue,8523762000,7423558000,4911892000,3366366000
totalOperatingExpenses,6767886000,6210105000,4120475000,2573211000
costOfRevenue,3735525000,3612127000,2058903000,1095014000
totalOtherIncomeExpenseNet,-598978000,-531200000,-259951000,-231000000
discontinuedOperations,,,,
netIncomeFromContinuingOps,987864000,605100000,469276000,484667000
netIncomeApplicableToCommonShares,965460000,584520000,430613000,452053000
