Breakdown,2021-12-25,2020-12-26,2019-12-28,2018-12-29
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,857875000,513811000,884976000,557873000
minorityInterest,1251378000,963912000,919351000,892612000
netIncome,631232000,403794000,694734000,535881000
sellingGeneralAdministrative,2824043000,2247757000,2357920000,2217273000
grossProfit,3672251000,2814228000,3090886000,2910747000
ebit,848208000,566471000,732966000,693474000
operatingIncome,848208000,566471000,732966000,693474000
otherOperatingExpenses,,,,
interestExpense,-27600000,-41377000,-50792000,-76016000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,197349000,95374000,159515000,107432000
totalRevenue,12401021000,10119141000,9985803000,9417603000
totalOperatingExpenses,11552813000,9552670000,9252837000,8724129000
costOfRevenue,8728770000,7304913000,6894917000,6506856000
totalOtherIncomeExpenseNet,9667000,-52660000,152010000,-135601000
discontinuedOperations,,986000.0,-5957000.0,105164000.0
netIncomeFromContinuingOps,660526000,418437000,725461000,450441000
netIncomeApplicableToCommonShares,631232000,403794000,694734000,535881000
