Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,-611267000,-1856665000,185104000,131105000
minorityInterest,946118000,610469000,767632000,573117000
netIncome,-650904000,-1724535000,69889000,60249000
sellingGeneralAdministrative,1921982000,1650890000,2307627000,2136309000
grossProfit,1912458000,458778000,3080787000,2819868000
ebit,-425801000,-1653507000,329169000,307530000
operatingIncome,-425801000,-1653507000,329169000,307530000
otherOperatingExpenses,,,,
interestExpense,-282440000,-226832000,-157521000,-140976000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,-2481000,-28875000,66892000,40765000
totalRevenue,6268447000,1861178000,11547969000,10787800000
totalOperatingExpenses,6694248000,3514685000,11218800000,10480270000
costOfRevenue,4355989000,1402400000,8467182000,7967932000
totalOtherIncomeExpenseNet,-185466000,-203158000,-144065000,-176425000
discontinuedOperations,,,,
netIncomeFromContinuingOps,-608786000,-1827790000,118212000,90340000
netIncomeApplicableToCommonShares,-670675000,-1723355000,-4882000,-17651000
