Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,197057000,-425215000,3437731000,459598000
minorityInterest,967575000,1021224000,1467863000,1426214000
netIncome,175999000,-297005000,3147937000,449954000
sellingGeneralAdministrative,134545000,159377000,169920000,141871000
grossProfit,907836000,832368000,1085584000,1209391000
ebit,360944000,273296000,496557000,607847000
operatingIncome,360944000,273296000,496557000,607847000
otherOperatingExpenses,,,,13103000.0
interestExpense,-207367000,-229251000,-264083000,-347949000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,-10496000,36630000,103439000,37633000
totalRevenue,1705151000,1612188000,2003565000,2172869000
totalOperatingExpenses,1344207000,1338892000,1507008000,1565022000
costOfRevenue,797315000,779820000,917981000,963478000
totalOtherIncomeExpenseNet,-163887000,-698511000,2941174000,-148249000
discontinuedOperations,,,-30000.0,638000.0
netIncomeFromContinuingOps,207553000,-461845000,3334292000,421965000
netIncomeApplicableToCommonShares,101052000,-348843000,3097497000,384788000
