Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,873800000,743800000,757700000,623290000
minorityInterest,22700000,22700000,22700000,22700000
netIncome,670800000,584500000,617700000,515805000
sellingGeneralAdministrative,424000000,368300000,372100000,339277000
grossProfit,1373400000,1281500000,1255900000,1100945000
ebit,942500000,907600000,855100000,745363000
operatingIncome,942500000,907600000,855100000,745363000
otherOperatingExpenses,6900000,5600000,28700000,16305000
interestExpense,-149300000,-136000000,-130200000,-137977000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,200100000,155800000,135200000,105449000
totalRevenue,5552200000,4856800000,4929100000,4382869000
totalOperatingExpenses,4609700000,3949200000,4074000000,3637506000
costOfRevenue,4178800000,3575300000,3673200000,3281924000
totalOtherIncomeExpenseNet,-68700000,-163800000,-97400000,-122073000
discontinuedOperations,-3300000,-3500000,-4800000,-2036000
netIncomeFromContinuingOps,673700000,588000000,622500000,517841000
netIncomeApplicableToCommonShares,670800000,584500000,617700000,515805000
