Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,1527000000,1467000000,1500000000,1442000000
minorityInterest,,,,
netIncome,1597000000,1473000000,1372000000,1261000000
sellingGeneralAdministrative,308000000,246000000,247000000,324000000
grossProfit,5205000000,4914000000,4659000000,4373000000
ebit,2146000000,2108000000,2078000000,1851000000
operatingIncome,2146000000,2108000000,2078000000,1851000000
otherOperatingExpenses,630000000,612000000,569000000,556000000
interestExpense,-842000000,-840000000,-773000000,-700000000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,-70000000,-6000000,128000000,181000000
totalRevenue,13431000000,11526000000,11529000000,11537000000
totalOperatingExpenses,11285000000,9418000000,9451000000,9686000000
costOfRevenue,8226000000,6612000000,6870000000,7164000000
totalOtherIncomeExpenseNet,-619000000,-641000000,-578000000,-409000000
discontinuedOperations,,,,
netIncomeFromContinuingOps,1597000000,1473000000,1372000000,1261000000
netIncomeApplicableToCommonShares,1597000000,1473000000,1372000000,1261000000
