Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,383192000,1048820000,1333367000,838424000
minorityInterest,1361872000,1252343000,1442060000,1378311000
netIncome,336138000,978844000,1232432000,804954000
sellingGeneralAdministrative,126727000,128394000,126549000,126383000
grossProfit,1960283000,1913708000,2412574000,2267482000
ebit,795990000,746877000,1258952000,1190640000
operatingIncome,795990000,746877000,1258952000,1190640000
otherOperatingExpenses,,,,
interestExpense,-489853000,-514388000,-555559000,-526592000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,8713000,9968000,2957000,8674000
totalRevenue,4742115000,4605967000,5121306000,4700499000
totalOperatingExpenses,3946125000,3859090000,3862354000,3509859000
costOfRevenue,2781832000,2692259000,2708732000,2433017000
totalOtherIncomeExpenseNet,-412798000,301943000,74415000,-352216000
discontinuedOperations,,,,
netIncomeFromContinuingOps,374479000,1038852000,1330410000,829750000
netIncomeApplicableToCommonShares,336138000,978844000,1232432000,758250000
