Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,875400000,897500000,568400000,719700000
minorityInterest,26000000,26000000,26000000,26000000
netIncome,666200000,712700000,449900000,598700000
sellingGeneralAdministrative,419900000,411700000,475500000,377200000
grossProfit,1940800000,1790700000,1630300000,1508900000
ebit,1137300000,1020900000,824900000,835600000
operatingIncome,1137300000,1020900000,824900000,835600000
otherOperatingExpenses,,,6200000.0,6200000.0
interestExpense,-127000000,-138200000,-126800000,-129700000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,209100000,184800000,118500000,121000000
totalRevenue,2998600000,2784600000,2607100000,2395100000
totalOperatingExpenses,1861300000,1763700000,1782200000,1559500000
costOfRevenue,1057800000,993900000,976800000,886200000
totalOtherIncomeExpenseNet,-261900000,-123400000,-256500000,-115900000
discontinuedOperations,,,,
netIncomeFromContinuingOps,666300000,712700000,449900000,598700000
netIncomeApplicableToCommonShares,666200000,712700000,449900000,598700000
