Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,61386000,344651000,382987000,376038000
minorityInterest,371658000,333514000,373238000,243878000
netIncome,49008000,439149000,433016000,409467000
sellingGeneralAdministrative,129758000,130158000,158726000,145978000
grossProfit,1738766000,1836296000,2048785000,2010286000
ebit,631005000,750175000,844439000,944669000
operatingIncome,631005000,750175000,844439000,944669000
otherOperatingExpenses,,,,
interestExpense,-440089000,-469541000,-451662000,-442497000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,4827000,-96534000,-56310000,-39953000
totalRevenue,3818181000,3800292000,3859312000,3701584000
totalOperatingExpenses,3187176000,3050117000,3014873000,2756915000
costOfRevenue,2079415000,1963996000,1810527000,1691298000
totalOtherIncomeExpenseNet,-569619000,-405524000,-461452000,-568631000
discontinuedOperations,,,,-10000.0
netIncomeFromContinuingOps,56559000,441185000,439297000,415991000
netIncomeApplicableToCommonShares,49008000,439149000,433016000,409467000
