Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,93481000,88363000,81342000,63264000
effectOfAccountingCharges,,,,
incomeBeforeTax,158981000,175042000,159838000,155870000
minorityInterest,,,,
netIncome,161458000,194820000,146527000,147462000
sellingGeneralAdministrative,362279000,259561000,257746000,207605000
grossProfit,709644000,542512000,516900000,439578000
ebit,209035000,172926000,156367000,152492000
operatingIncome,209035000,172926000,156367000,152492000
otherOperatingExpenses,,,,
interestExpense,-23298000,-1013000,-2027000,-770000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,-2477000,-19778000,13311000,8408000
totalRevenue,1592287000,1116663000,1086427000,935282000
totalOperatingExpenses,1383252000,943737000,930060000,782790000
costOfRevenue,882643000,574151000,569527000,495704000
totalOtherIncomeExpenseNet,-50054000,2116000,3471000,3378000
discontinuedOperations,,,,
netIncomeFromContinuingOps,161458000,194820000,146527000,147462000
netIncomeApplicableToCommonShares,161458000,194820000,146527000,147462000
