Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,1297800000,1002300000,949700000,840500000
minorityInterest,,,,
netIncome,988600000,788500000,736800000,643000000
sellingGeneralAdministrative,2095200000,2026000000,1906300000,1719600000
grossProfit,3568500000,3210100000,3039900000,2706900000
ebit,1473300000,1184100000,1133600000,987300000
operatingIncome,1473300000,1184100000,1133600000,987300000
otherOperatingExpenses,,,,
interestExpense,-150900000,-154900000,-159400000,-148600000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,309200000,213800000,212900000,197500000
totalRevenue,20820800000,18467500000,18032400000,16240500000
totalOperatingExpenses,19347500000,17283400000,16898800000,15253200000
costOfRevenue,17252300000,15257400000,14992500000,13533600000
totalOtherIncomeExpenseNet,-175500000,-181800000,-183900000,-146800000
discontinuedOperations,,,,
netIncomeFromContinuingOps,988600000,788500000,736800000,643000000
netIncomeApplicableToCommonShares,988600000,788500000,736800000,643000000
