Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,404870000,355371000,298210000,233802000
effectOfAccountingCharges,,,,
incomeBeforeTax,515354000,493925000,522583000,487085000
minorityInterest,,,,
netIncome,454627000,433887000,451295000,419375000
sellingGeneralAdministrative,709336000,582578000,521200000,410054000
grossProfit,1709493000,1496675000,1371329000,1164785000
ebit,519312000,501485000,515040000,480100000
operatingIncome,519312000,501485000,515040000,480100000
otherOperatingExpenses,,,,
interestExpense,-12405000,-10988000,-3461000,-59000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,60727000,60038000,71288000,67710000
totalRevenue,1906715000,1681297000,1515892000,1293636000
totalOperatingExpenses,1387403000,1179812000,1000852000,813536000
costOfRevenue,197222000,184622000,144563000,128851000
totalOtherIncomeExpenseNet,-3958000,-7560000,7543000,6985000
discontinuedOperations,,,,
netIncomeFromContinuingOps,454627000,433887000,451295000,419375000
netIncomeApplicableToCommonShares,454627000,433887000,451295000,419375000
