Breakdown,2022-01-01,2021-01-02,2019-12-28,2018-12-29
researchDevelopment,1134277000,1033732000,935938000,884816000
effectOfAccountingCharges,,,,
incomeBeforeTax,768435000,632748000,478968000,376390000
minorityInterest,,,,
netIncome,695955000,590644000,988979000,345777000
sellingGeneralAdministrative,749280000,670885000,621479000,573075000
grossProfit,2681238000,2377393000,2069962000,1879275000
ebit,778041000,654767000,500417000,407298000
operatingIncome,778041000,654767000,500417000,407298000
otherOperatingExpenses,,,,
interestExpense,-16980000,-20749000,-18829000,-23139000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,72480000,42104000,-510011000,30613000
totalRevenue,2988244000,2682891000,2336319000,2138022000
totalOperatingExpenses,2210203000,2028124000,1835902000,1730724000
costOfRevenue,307006000,305498000,266357000,258747000
totalOtherIncomeExpenseNet,-9606000,-22019000,-21449000,-30908000
discontinuedOperations,,,,
netIncomeFromContinuingOps,695955000,590644000,988979000,345777000
netIncomeApplicableToCommonShares,695955000,590644000,988979000,345777000
