Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,2249000000,2476000000,3219000000,3269000000
effectOfAccountingCharges,,,,
incomeBeforeTax,-5033000000,-14476000000,-2259000000,11604000000
minorityInterest,153000000,241000000,317000000,71000000
netIncome,-4202000000,-11873000000,-636000000,10460000000
sellingGeneralAdministrative,3628000000,4493000000,3642000000,4525000000
grossProfit,5190000000,-1198000000,4759000000,19637000000
ebit,-687000000,-8167000000,-2102000000,11843000000
operatingIncome,-687000000,-8167000000,-2102000000,11843000000
otherOperatingExpenses,,,,
interestExpense,-2682000000,-2156000000,-722000000,-475000000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,-743000000,-2535000000,-1623000000,1144000000
totalRevenue,62286000000,58158000000,76559000000,101127000000
totalOperatingExpenses,62973000000,66325000000,78661000000,89284000000
costOfRevenue,57096000000,59356000000,71800000000,81490000000
totalOtherIncomeExpenseNet,-4346000000,-6309000000,-157000000,-239000000
discontinuedOperations,,,,
netIncomeFromContinuingOps,-4290000000,-11941000000,-636000000,10460000000
netIncomeApplicableToCommonShares,-4202000000,-11873000000,-636000000,10460000000
