Breakdown,2022-03-31,2021-03-31,2020-03-31,2019-03-31
researchDevelopment,163403000,119469000,99334000,94418000
effectOfAccountingCharges,,,,
incomeBeforeTax,190560000,288220000,256825000,263360000
minorityInterest,,,,
netIncome,136505000,225525000,203009000,259016000
sellingGeneralAdministrative,423486000,333283000,341600000,321550000
grossProfit,843595000,685615000,689578000,639865000
ebit,256706000,232863000,248644000,223897000
operatingIncome,256706000,232863000,248644000,223897000
otherOperatingExpenses,,,,
interestExpense,,,,
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,54055000,62695000,53816000,4344000
totalRevenue,1031753000,847522000,840883000,769432000
totalOperatingExpenses,775047000,614659000,592239000,545535000
costOfRevenue,188158000,161907000,151305000,129567000
totalOtherIncomeExpenseNet,-66146000,55357000,8181000,39463000
discontinuedOperations,,,,
netIncomeFromContinuingOps,136505000,225525000,203009000,259016000
netIncomeApplicableToCommonShares,136505000,225525000,203009000,259016000
