Breakdown,2021-12-31,2020-12-31,2019-12-31,2018-12-31
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,756100000,660400000,501400000,571200000
minorityInterest,,,,9400000.0
netIncome,529000000,468200000,374900000,426500000
sellingGeneralAdministrative,470800000,364200000,336400000,369500000
grossProfit,1476100000,1254300000,1136900000,1216900000
ebit,818800000,714100000,609100000,629400000
operatingIncome,818800000,714100000,609100000,629400000
otherOperatingExpenses,19100000,17500000,14800000,14000000
interestExpense,-48000000,-38700000,-37800000,-40500000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,227100000,192200000,130600000,146000000
totalRevenue,3494800000,3427100000,2496100000,2768800000
totalOperatingExpenses,2676000000,2713000000,1887000000,2139400000
costOfRevenue,2018700000,2172800000,1359200000,1551900000
totalOtherIncomeExpenseNet,-62700000,-53700000,-107700000,-58200000
discontinuedOperations,,,,
netIncomeFromContinuingOps,529000000,468200000,370800000,425200000
netIncomeApplicableToCommonShares,527300000,467000000,372700000,422100000
